11400.00;12000.00;-9.5238
15950.00;13316.67;39.9122
18000.00;15116.67;12.8526
6200.00;13383.33;-65.5555
3600.00;9266.67;-41.9354
14000.00;7933.33;288.8888
8000.00;8533.33;-42.8571
